Column1,source,author,title,description,url,urlToImage,publishedAt,content
52,"{'id': None, 'name': 'Post Magazine'}","Tony Cheung,Ng Kang-chung, Tony Cheung,Ng Kang-chung","Lawmakers call on officials to boldly promote national pride, approve motion urging Hong Kong government to encourage learning about Xi Jinping’s 20th party congress report","Hong Kong officials must learn from Communist Party’s boldness in tackling tough issues, pro-Beijing lawmaker Junius Ho says.",https://www.scmp.com/news/hong-kong/politics/article/3199116/lawmakers-call-officials-boldly-promote-national-pride-approve-motion-urging-hong-kong-government,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/2c7f112b-0063-45ec-a3f6-f1aea78cdf22_e487d81b.jpg?itok=Ob2bAI5O&v=1668067644,11/10/2022 16:07,"Pro-Beijing lawmaker Junius Ho Kwan-yiu said Hong Kong officials must learn from the Communist Partys boldness in tackling tough issues such as poverty, and do more to promote decolonisation and nati… [+2587 chars]"
53,"{'id': None, 'name': 'Post Magazine'}","Catherine Wong, Catherine Wong","‘China-chic’ trend builds on young people’s patriotism, cultural confidence","Young Chinese are less keen on Western fashion brands, but local ones still lack international prestige and influence.",https://www.scmp.com/news/china/article/3198984/china-chic-trend-builds-young-peoples-patriotism-cultural-confidence,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/09/da39673e-39c1-48cf-a40c-5e71adfbd194_e24d6634.jpg?itok=ZSrjH_Vo&v=1667974303,11/10/2022 16:00,"Published: 4:00pm, 10 Nov, 2022
Updated: 4:08pm, 10 Nov, 2022"
54,"{'id': None, 'name': 'Post Magazine'}","Guo Rui, Guo Rui",‘Dad’s death’ claim after Covid-19 neglect sparks Xinjiang probe,A woman claiming to be the man’s daughter said his appeals for help at quarantine facility went unanswered until it was too late.,https://www.scmp.com/news/china/politics/article/3199111/dads-death-claim-after-covid-19-neglect-sparks-xinjiang-probe,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/d56e6d0c-a2ca-447b-b5ef-8babdcf4fd80_7dc495e9.jpg?itok=7I1HBI09&v=1668065491,11/10/2022 15:39,"Published: 3:39pm, 10 Nov, 2022
Updated: 3:39pm, 10 Nov, 2022"
55,"{'id': None, 'name': 'Post Magazine'}","Reuters, Reuters",Watch-obsessed Cambodian PM Hun Sen to give limited-edition timepieces as Asean summit gifts,Hun Sen said 25 watches featuring sophisticated tourbillon mechanism have been ‘prepared and assembled by pure Cambodian technicians’.,https://www.scmp.com/news/asia/southeast-asia/article/3199110/watch-obsessed-cambodian-pm-hun-sen-give-limited-edition-timepieces-asean-summit-gifts,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/3daf7d25-2d7a-4b1d-9358-7b68e2434ee8_cd590ebf.jpg?itok=rgXkD4zB&v=1668065136,11/10/2022 15:25,"Published: 3:25pm, 10 Nov, 2022
Updated: 3:25pm, 10 Nov, 2022"
56,"{'id': None, 'name': 'Post Magazine'}","Eric Ng,Martin Choi, Eric Ng,Martin Choi","COP27: top Chinese and US climate envoys hold informal talks, potentially setting stage for Biden-Xi meeting during G20 summit in Bali","The top climate envoys of China and the US have held informal talks on climate cooperation, in a sign that tentative steps are being taken to pave the way for negotiations by the top leaders of the world’s two largest greenhouse gas emitters later this month.",https://www.scmp.com/business/article/3199105/cop27-top-chinese-and-us-climate-envoys-hold-informal-talks-potentially-setting-stage-biden-xi,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/1d8f9674-d5d6-41f7-8f61-5ec8780f3e54_701bb6a4.jpg?itok=6izTQF5x&v=1668062426,11/10/2022 15:00,"Published: 3:00pm, 10 Nov, 2022
Updated: 3:04pm, 10 Nov, 2022"
57,"{'id': None, 'name': 'Post Magazine'}","Jevans Nyabiage, Jevans Nyabiage","China given advantages in loan for Kenyan rail project, contract shows","Beijing got preferences in financing the construction of a railway in Kenya eight years ago, a project that is part of its Belt and Road Initiative.",https://www.scmp.com/news/china/diplomacy/article/3199086/china-given-advantages-loan-kenyan-rail-project-contract-shows,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/7deb335c-7ba1-4bd4-a638-a0eb51df925d_123dc2df.jpg?itok=p2mTnVmQ&v=1668051204,11/10/2022 14:30,"Published: 2:30pm, 10 Nov, 2022
Updated: 2:30pm, 10 Nov, 2022"
58,"{'id': None, 'name': 'Post Magazine'}","Letters, Letters",Rugby Sevens was a display of what Hong Kong is all about,"Readers discuss the successful staging of the Hong Kong Sevens, and the need for the city to open up further to the world.",https://www.scmp.com/comment/letters/article/3198962/rugby-sevens-was-display-what-hong-kong-all-about,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/09/60d74b02-fc61-4955-b33d-605f7b8ce5dc_46f07691.jpg?itok=T9wR9niO&v=1667965489,11/10/2022 14:30,"Published: 2:30pm, 10 Nov, 2022
Updated: 2:30pm, 10 Nov, 2022"
59,"{'id': None, 'name': 'Post Magazine'}","Advertising partner, Advertising partner",​​STARS TO DAZZLE AT 3-DAY MUSIC GALA,"[The content of this article has been produced by our advertising partner.]  Hong Kong Generation Next Arts Ltd. (HKGNA) is launching a three-day music and entertainment extravaganza to promote arts and culture in HK and celebrate youth and diversity, and t…",https://www.scmp.com/presented/lifestyle/topics/hkgna-musical-tribute-hong-kong/article/3199085/stars-dazzle-3-day-music-gala,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/2022/11/10/hero-1200x800 (1).jpg?itok=51ekLpcz,11/10/2022 13:00,"Published: 1:00pm, 10 Nov, 2022
Updated: 1:00pm, 10 Nov, 2022"
60,"{'id': None, 'name': 'Post Magazine'}","Richard James Havis, Richard James Havis",Scientists develop technology to improve heart problems’ diagnosis and treatment – including an iPhone app to record your heartbeat,"Scientists are developing technology to create a virtual ‘twin’ of a patient’s heart, and trying out virtual reality, to aid the diagnosis and treatment of problems. There is potential, too, in app to record heartbeats.",https://www.scmp.com/lifestyle/health-wellness/article/3199076/scientists-develop-technology-improve-heart-problems-diagnosis-and-treatment-including-iphone-app,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/7b2988c9-ae10-415b-b7c5-343d4793d2de_d5341080.jpg?itok=zhLJRvsl&v=1668046183,11/10/2022 12:45,"Published: 12:45pm, 10 Nov, 2022
Updated: 12:45pm, 10 Nov, 2022"
61,"{'id': None, 'name': 'Post Magazine'}","Brian Wong, Brian Wong",Online news reporter jailed for 3 months for insulting national anthem by waving British Hong Kong flag at mall telecast of Olympics,"Paula Leung, 42, waved colonial flag at APM mall during screening of star fencer Edgar Cheung’s gold medal ceremony.",https://www.scmp.com/news/hong-kong/law-and-crime/article/3199093/online-news-reporter-jailed-3-months-insulting-national-anthem-waving-british-hong-kong-flag-mall,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/e304f5ae-ef5b-4ed0-a70c-0dadc8c9c906_41dc2bd0.jpg?itok=oXWcvk_B&v=1668054980,11/10/2022 12:43,"Published: 12:43pm, 10 Nov, 2022
Updated: 12:54pm, 10 Nov, 2022"
62,"{'id': None, 'name': 'Post Magazine'}","Bloomberg, Bloomberg",Is Japan losing allure among foreign workers amid yen’s slump?,Hiring firms said exchange rates partly to blame for decline in applicants after Tokyo’s ultra-loose monetary policy sent the yen to its lowest levels in decades.,https://www.scmp.com/news/asia/east-asia/article/3199095/japan-losing-allure-among-foreign-workers-amid-yens-slump,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/cf2e8dab-ef13-4b54-8ca8-194e4c183cdd_20b19a69.jpg?itok=iFRNfEwC&v=1668055350,11/10/2022 12:42,"Published: 12:42pm, 10 Nov, 2022
Updated: 12:42pm, 10 Nov, 2022"
63,"{'id': None, 'name': 'Post Magazine'}",,Beijing vows support for Hong Kong’s ‘scientific-based Covid adjustments’,"National Health Commission Vice-Minister Cao Xuetao gives assurance at flagship healthcare summit in city, warns outbreaks still occurring across country.",https://www.scmp.com/news/hong-kong/society/article/3199089/coronavirus-beijing-vows-support-hong-kongs-scientific-based-covid-adjustments-further-open-country,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/ff2b0237-1e07-427e-a32e-65f3a48eafae_d40d9266.jpg?itok=6Voj3nxs&v=1668053442,11/10/2022 12:27,"Published: 12:13pm, 10 Nov, 2022
Updated: 12:27pm, 10 Nov, 2022"
64,"{'id': None, 'name': 'Post Magazine'}","Enoch Yiu, Enoch Yiu","Middle-class Hongkongers hoard more cash while eyeing property and overseas education as aspirations, HSBC study shows","‘Middle class’ in Hong Kong means owning property and having US$750,000 in cash, according to an HSBC survey.",https://www.scmp.com/business/article/3199052/middle-class-hongkongers-hoard-more-cash-while-eyeing-property-and-overseas-education-aspirations,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/09/2dac835d-8d0f-40e8-b3c4-bd382f650b14_d93c2bc9.jpg?itok=rv_0cYrT&v=1668003006,11/10/2022 11:30,"Published: 11:30am, 10 Nov, 2022
Updated: 11:30am, 10 Nov, 2022"
65,"{'id': None, 'name': 'Post Magazine'}","Letters, Letters",How redevelopment of old Hong Kong buildings can be made fairer for minority owners,"Readers discuss the importance of minority owners in buildings under consideration for redevelopment being well represented, and Hong Kong Science and Technology Parks Corporation’s supervision of tenants.",https://www.scmp.com/comment/letters/article/3198961/how-redevelopment-old-hong-kong-buildings-can-be-made-fairer-minority-owners,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/09/26e15645-ea90-4198-a125-962629610d73_2edf4610.jpg?itok=ElTJogZq&v=1667964097,11/10/2022 11:30,"Published: 11:30am, 10 Nov, 2022
Updated: 11:30am, 10 Nov, 2022"
66,"{'id': None, 'name': 'Post Magazine'}","Agence France-Presse, Agence France-Presse",Ferrari which Schumacher used to win 2003 F1 world championship sold for record US$15 million at auction,"German driver raced 9 times in car, won five Grands Prix with it in the 2003 season and drove it when he clinched the world championship in Japan.",https://www.scmp.com/sport/formula-one-f1/article/3199083/ferrari-which-schumacher-used-win-2003-f1-world-championship-sold-record-us15-million-auction,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/e2ab99d9-e182-4d29-92ae-f20a0d24679b_819f5a1b.jpg?itok=06Vy3Ytf&v=1668050075,11/10/2022 11:14,"Published: 11:14am, 10 Nov, 2022
Updated: 11:14am, 10 Nov, 2022"
67,"{'id': None, 'name': 'Post Magazine'}","Bloomberg, Bloomberg","How Binance, FTX deal rocked the crypto world and then collapsed","While crypto might seem like a niche corner of finance, the saga between two of its top players – Binance and FTX – has upended the crypto ecosystem and is likely to have far-reaching repercussions.",https://www.scmp.com/tech/tech-trends/article/3199082/how-binance-ftx-deal-rocked-crypto-world-and-then-collapsed,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_explainer/public/d8/images/canvas/2022/11/10/34380f36-3863-4fd0-9f02-0a9bd6d5c4b8_4665b4db.jpg?itok=lu44Cpi2&v=1668049889,11/10/2022 11:14,"Published: 11:14am, 10 Nov, 2022
Updated: 11:17am, 10 Nov, 2022"
68,"{'id': None, 'name': 'Post Magazine'}","Agence France-Presse, Agence France-Presse",Hackers demand US$10 million to stop releasing Australia health records stolen from Medibank,"The health insurer, which has refused to pay the ransom, said hackers had accessed information belonging to 9.7 million clients, including Prime Minister Albanese.",https://www.scmp.com/news/asia/australasia/article/3199081/hackers-demand-us10-million-stop-releasing-australia-health-records-stolen-medibank,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/eb9d4a7e-c684-47c8-a1c2-6e10edd45e47_62550e77.jpg?itok=tUr1ZZ2v&v=1668049282,11/10/2022 11:01,"Published: 11:01am, 10 Nov, 2022
Updated: 11:01am, 10 Nov, 2022"
69,"{'id': None, 'name': 'Post Magazine'}","Associated Press, Associated Press",WHO reports 90 per cent drop in world Covid-19 deaths since February,"WHO official says the coronavirus outbreak is ‘still a pandemic, and it’s still circulating quite rampantly around the world’.",https://www.scmp.com/news/world/article/3199080/who-reports-90-cent-drop-world-covid-19-deaths-february,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_coronavirus_generic/public/d8/images/canvas/2022/11/10/956f8e41-e8cc-421d-8075-f870aed092b3_3947ff1d.jpg?itok=ZRKhqAoO&v=1668048891,11/10/2022 10:54,"Published: 10:54am, 10 Nov, 2022
Updated: 10:55am, 10 Nov, 2022"
70,"{'id': None, 'name': 'Post Magazine'}","Zhang Shidong, Zhang Shidong","Hong Kong stocks extend losses after market downgrade as traders trim bets on US inflation data, midterm elections","Stocks are headed for a third day of setback after a market downgrade, while risk appetite wanes before a US inflation report and amid steep losses in cryptocurrencies.",https://www.scmp.com/business/markets/article/3199078/hong-kong-stocks-extend-losses-after-market-downgrade-traders-trim-bets-us-inflation-data-midterm,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/cc5a2f33-ecb1-43ef-b833-3613054e3411_92120b87.jpg?itok=UG1XWChP&v=1668046802,11/10/2022 10:20,"Published: 10:20am, 10 Nov, 2022
Updated: 10:20am, 10 Nov, 2022"
71,"{'id': None, 'name': 'Post Magazine'}","Carrie Lee, Carrie Lee",Operation Santa Claus: Hong Kong charity teaching special needs children to communicate gets helping hand,Charity’s Operation Santa Claus project will enable special-needs children aged 18 or below to learn sign language.,https://www.scmp.com/news/hong-kong/society/article/3198896/operation-santa-claus-hong-kong-charity-teaching-special-needs-children-communicate-gets-helping,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/08/ee1082a5-7204-4e75-aa81-1d6c53f4da04_8ff86ef9.jpg?itok=O8rAtZ4x&v=1667903756,11/10/2022 10:00,"Published: 10:00am, 10 Nov, 2022
Updated: 10:00am, 10 Nov, 2022"
72,"{'id': None, 'name': 'Post Magazine'}","Kyodo, Kyodo","Japan, US kick off mega military drills with China in mind","About 36,000 defence personnel from both countries will take part in exercise ‘Keen Sword’ amid concerns about Beijing’s maritime assertiveness in Indo-Pacific.",https://www.scmp.com/news/asia/east-asia/article/3199075/japan-us-kick-mega-military-drills-china-mind,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/24356b8f-6a4f-40c2-976c-082c848fff01_279ef936.jpg?itok=RZ9D5MkV&v=1668045319,11/10/2022 9:55,"Published: 9:55am, 10 Nov, 2022
Updated: 10:03am, 10 Nov, 2022"
73,"{'id': None, 'name': 'Post Magazine'}","Ling Xin, Ling Xin",Chinese particle collider takes scientists one step closer to figuring out the world,Likely four-quark particle spotted by Beijing Electron Positron Collider has never been seen before.,https://www.scmp.com/news/china/science/article/3199043/chinese-particle-collider-takes-scientists-one-step-closer-figuring-out-world,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/09/faec1212-2cb1-4e5e-9734-4e67ea3e50cb_4e6ca7fa.jpg?itok=QNBZbT3a&v=1667997055,11/10/2022 9:00,"Published: 9:00am, 10 Nov, 2022
Updated: 9:00am, 10 Nov, 2022"
74,"{'id': None, 'name': 'Post Magazine'}","Mandy Zuo, Mandy Zuo",A Guinness World Record? Chinese wife who gave birth after 26 miscarriages highlights reproductive burden on women in China,A new mother in China is at the centre of controversy after the hospital she gave birth at revealed the lengths she went to to conceive after suffering 26 miscarriages.,https://www.scmp.com/news/people-culture/trending-china/article/3199019/guinness-world-record-chinese-wife-who-gave-birth-after-26-miscarriages-highlights-reproductive,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/09/aae79d3a-4c35-471f-9666-d94cc88944bd_26cb3735.jpg?itok=fl5Wwy5k&v=1667987641,11/10/2022 9:00,"Published: 9:00am, 10 Nov, 2022
Updated: 9:00am, 10 Nov, 2022"
